Handle,Title,Body (HTML),Variant SKU,Variant Price,Image Src,Cost per item,Variant Image,Variant Fulfillment Service,Variant Inventory Policy,Variant Inventory Tracker,Google Shopping / Gender,Type,Vendor,Tags,Status,Published,product.metafields.custom.original_prodect_url
"grey_square_men's_sunglasses","Montblanc, Grey Square Men's Sunglasses","Montblanc Sunglasses. Series number: MB0084SK. Color code: 001. Color: Grey. Shape: Square. Lens Width: 56 mm. Lens Bridge: 18 mm. Arm Length: 145 mm. 100% UV protection. Non-Polarized. Frame Material: Plastic. Frame Color: Black. Lenses Type: Grey. Rim Style: Full-Rim. UPC/EAN code: 889652279459. Montblanc Grey Square Men's Sunglasses MB0084SK 001 56. <br><br>Manufacturer's Packaging Included. Packaging Size And Color May Vary.","MB0084SK 001 56","764","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/m/o/montblanc-grey-square-mens-sunglasses-mb0084sk-001-56.jpg?width=546&height=546","587.96","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/m/o/montblanc-grey-square-mens-sunglasses-mb0084sk-001-56.jpg?width=546&height=546","manual","deny","shopify","male","USA Products","Joma Shop","Mens, Sunglasses, Montblanc","Active","TRUE","https://www.jomashop.com/montblanc-mens-black-square-sunglasses-mb0084sk00156.html"
"grey_square_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/m/o/montblanc-grey-square-mens-sunglasses-mb0084sk-001-56_2.jpg?width=546&height=546","","","","","","","","","","","",""
"jaden_brown_navigator_men's_sunglasses","Tom Ford, Jaden Brown Navigator Men's Sunglasses","Tom Ford Sunglasses. Series Jaden. Series number: FT1017. Color code: 30E. Shape: Navigator. Lens Width: 60 mm. Lens Bridge: 12 mm. Arm Length: 145 mm. 100% UV protection. Non-Polarized. Frame Material: Metal. Frame Color: Shiny Deep Gold. Lenses Type: Brown. Rim Style: Full-Rim. UPC/EAN code: 889214403117. Tom Ford Jaden Brown Navigator Men's Sunglasses FT1017 30E 60. <br><br>Manufacturer's Packaging Included. Packaging Size And Color May Vary.","FT1017 30E 60","1289","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/t/o/tom-ford-jaden-brown-navigator-mens-sunglasses-ft1017-30e-60.jpg?width=546&height=546","992.21","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/t/o/tom-ford-jaden-brown-navigator-mens-sunglasses-ft1017-30e-60.jpg?width=546&height=546","manual","deny","shopify","male","USA Products","Joma Shop","Mens, Sunglasses, Tom Ford, Jaden","Active","TRUE","https://www.jomashop.com/tom-ford-jaden-brown-navigator-mens-sunglasses-ft1017-30e-60.html"
"jaden_brown_navigator_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/t/o/tom-ford-jaden-brown-navigator-mens-sunglasses-ft1017-30e-60_2.jpg?width=546&height=546","","","","","","","","","","","",""
"jaden_brown_navigator_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/t/o/tom-ford-jaden-brown-navigator-mens-sunglasses-ft1017-30e-60_3.jpg?width=546&height=546","","","","","","","","","","","",""
"jaden_brown_navigator_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/t/o/tom-ford-jaden-brown-navigator-mens-sunglasses-ft1017-30e-60_4.jpg?width=546&height=546","","","","","","","","","","","",""
"vladimir_photochromatic_brown_pilot_men's_sunglasses","Tom Ford, Vladimir Photochromatic Brown Pilot Men's Sunglasses","Tom Ford Sunglasses. Series Vladimir. Series number: FT1211. Color code: 52E. Shape: Pilot. Lens Width: 65 mm. Lens Bridge: 5 mm. Arm Length: 140 mm. 100% UV protection. Non-Polarized. Frame Material: Plastic. Frame Color: Dark Havana. Lenses Type: Photochromatic Brown. Rim Style: Full-Rim. UPC/EAN code: 889214558619. Tom Ford Vladimir Photochromatic Brown Pilot Men's Sunglasses FT1211 52E 65. <br><br>Manufacturer's Packaging Included. Packaging Size And Color May Vary.","FT1211 52E 65","1050","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/t/o/tom-ford-vladimir-photochromatic-brown-pilot-mens-sunglasses-ft1211-52e-65_1.jpg?width=546&height=546","808.46","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/t/o/tom-ford-vladimir-photochromatic-brown-pilot-mens-sunglasses-ft1211-52e-65_1.jpg?width=546&height=546","manual","deny","shopify","male","USA Products","Joma Shop","Mens, Sunglasses, Tom Ford, Vladimir","Active","TRUE","https://www.jomashop.com/tom-ford-vladimir-photochromatic-brown-pilot-mens-sunglasses-ft1211-52e-65.html"
"vladimir_photochromatic_brown_pilot_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/t/o/tom-ford-vladimir-photochromatic-brown-pilot-mens-sunglasses-ft1211-52e-65_2.jpg?width=546&height=546","","","","","","","","","","","",""
"vladimir_photochromatic_brown_pilot_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/t/o/tom-ford-vladimir-photochromatic-brown-pilot-mens-sunglasses-ft1211-52e-65_3.jpg?width=546&height=546","","","","","","","","","","","",""
"grey_sport_men's_sunglasses","Gucci, Grey Sport Men's Sunglasses","Gucci Sunglasses. Series number: GG1889S. Color code: 001. Shape: Sport. Lens Width: 51 mm. Lens Bridge: 20 mm. Arm Length: 145 mm. 100% UV protection. Non-Polarized. Frame Material: Recycled Acetate. Frame Color: Black. Lenses Type: Grey. Rim Style: Full-Rim. UPC/EAN code: 889652529424. Gucci Grey Sport Men's Sunglasses GG1889S 001 51. <br><br>Manufacturer's Packaging Included. Packaging Size And Color May Vary.","GG1889S 001 51","1313","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/g/u/gucci-grey-sport-mens-sunglasses-gg1889s-001-51.jpg?width=546&height=546","1010.63","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/g/u/gucci-grey-sport-mens-sunglasses-gg1889s-001-51.jpg?width=546&height=546","manual","deny","shopify","male","USA Products","Joma Shop","Mens, Sunglasses, Gucci","Active","TRUE","https://www.jomashop.com/gucci-grey-sport-mens-sunglasses-gg1889s-001-51.html"
"grey_sport_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/g/u/gucci-grey-sport-mens-sunglasses-gg1889s-001-51_2.jpg?width=546&height=546","","","","","","","","","","","",""
"grey_sport_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/g/u/gucci-grey-sport-mens-sunglasses-gg1889s-001-51_3.jpg?width=546&height=546","","","","","","","","","","","",""
"grey_sport_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/g/u/gucci-grey-sport-mens-sunglasses-gg1889s-001-51_4.jpg?width=546&height=546","","","","","","","","","","","",""
"grey_sport_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/g/u/gucci-grey-sport-mens-sunglasses-gg1889s-001-51_10.jpg?width=546&height=546","","","","","","","","","","","",""
"falconer_smoke_gradient_navigator_men's_sunglasses","Tom Ford, Falconer Smoke Gradient Navigator Men's Sunglasses","Tom Ford Sunglasses. Series Falconer. Color code: 01B. Color: Multi-Color. Shape: Navigator. Lens Width: 60 mm. Lens Bridge: 18 mm. Arm Length: 140 mm. 100% UV Protection. Frame Material: Acetate. Frame Color: Shiny Black. Lenses Type: Smoke Gradient. Rim Style: Full-Rim. UPC/EAN code: 889214281784. Tom Ford Falconer Smoke Gradient Navigator Men's Sunglasses FT0884 01B 60. <br><br>Manufacturer's Packaging Included. Packaging Size And Color May Vary.","FT0884 01B 60","1098","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/t/o/tom-ford-falconer-smoke-gradient-navigator-mens-sunglasses-ft0884-01b-60.jpg?width=546&height=546","845.21","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/t/o/tom-ford-falconer-smoke-gradient-navigator-mens-sunglasses-ft0884-01b-60.jpg?width=546&height=546","manual","deny","shopify","male","USA Products","Joma Shop","Mens, Sunglasses, Tom Ford, Falconer","Active","TRUE","https://www.jomashop.com/tom-ford-mens-black-butterfly-sunglasses-ft088401b.html"
"falconer_smoke_gradient_navigator_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/t/o/tom-ford-falconer-smoke-gradient-navigator-mens-sunglasses-ft0884-01b-60_2_full-bleed.jpg?width=546&height=546","","","","","","","","","","","",""
"falconer_smoke_gradient_navigator_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/t/o/tom-ford-falconer-smoke-gradient-navigator-mens-sunglasses-ft0884-01b-60_3.jpg?width=546&height=546","","","","","","","","","","","",""
"falconer_smoke_gradient_navigator_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/t/o/tom-ford-falconer-smoke-gradient-navigator-mens-sunglasses-ft0884-01b-60_4.jpg?width=546&height=546","","","","","","","","","","","",""
"falconer_smoke_gradient_navigator_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/t/o/tom-ford-falconer-smoke-gradient-navigator-mens-sunglasses-ft0884-01b-60_5.jpg?width=546&height=546","","","","","","","","","","","",""
"brown_pilot_men's_sunglasses","Gucci, Brown Pilot Men's Sunglasses","Gucci Sunglasses. Series number: GG1677S. Color code: 002. Shape: Pilot. Lens Width: 62 mm. Lens Bridge: 11 mm. Arm Length: 145 mm. 100% UV protection. Non-Polarized. Frame Material: Metal. Frame Color: Shiny Gold. Lenses Type: Brown. Rim Style: Full-Rim. UPC/EAN code: 889652499963. Gucci Brown Pilot Men's Sunglasses GG1677S 002 62. <br><br>Manufacturer's Packaging Included. Packaging Size And Color May Vary.","GG1677S 002 62","1385","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/g/u/gucci-brown-pilot-mens-sunglasses-gg1677s-002-62.jpg?width=546&height=546","1065.71","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/g/u/gucci-brown-pilot-mens-sunglasses-gg1677s-002-62.jpg?width=546&height=546","manual","deny","shopify","male","USA Products","Joma Shop","Mens, Sunglasses, Gucci","Active","TRUE","https://www.jomashop.com/gucci-brown-pilot-mens-sunglasses-gg1677s-002-62.html"
"brown_pilot_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/g/u/gucci-brown-pilot-mens-sunglasses-gg1677s-002-62_2.jpg?width=546&height=546","","","","","","","","","","","",""
"brown_pilot_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/g/u/gucci-brown-pilot-mens-sunglasses-gg1677s-002-62_3.jpg?width=546&height=546","","","","","","","","","","","",""
"brown_pilot_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/g/u/gucci-brown-pilot-mens-sunglasses-gg1677s-002-62_10.jpg?width=546&height=546","","","","","","","","","","","",""
"green_rectangular_men's_sunglasses","Saint Laurent, Green Rectangular Men's Sunglasses","Saint Laurent Sunglasses. Color code: 002. Color: Brown. Shape: Rectangular. Lens Width: 51 mm. Lens Bridge: 20 mm. Arm Length: 145 mm. 100% UV protection. Non-Polarized. Frame Material: Acetate. Frame Color: Havana. Lenses Type: Green. Rim Style: Full-Rim. UPC/EAN code: 889652430171. Saint Laurent Green Rectangular Men's Sunglasses SL 601 002 51. <br><br>Manufacturer's Packaging Included. Packaging Size And Color May Vary.","SL 601 002 51","1089","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/s/a/saint-laurent-green-rectangular-mens-sunglasses-sl-601-002-51_1.jpg?width=546&height=546","837.90","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/s/a/saint-laurent-green-rectangular-mens-sunglasses-sl-601-002-51_1.jpg?width=546&height=546","manual","deny","shopify","male","USA Products","Joma Shop","Mens, Sunglasses, Saint Laurent","Active","TRUE","https://www.jomashop.com/saint-laurent-green-rectangular-mens-sunglasses-sl-601-002-51.html"
"green_rectangular_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/s/a/saint-laurent-green-rectangular-mens-sunglasses-sl-601-002-51_2.jpg?width=546&height=546","","","","","","","","","","","",""
"green_rectangular_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/s/a/saint-laurent-green-rectangular-mens-sunglasses-sl-601-002-51_3.jpg?width=546&height=546","","","","","","","","","","","",""
"green_rectangular_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/s/a/saint-laurent-green-rectangular-mens-sunglasses-sl-601-002-51_4.jpg?width=546&height=546","","","","","","","","","","","",""
"jasper_smoke_pilot_men's_sunglasses","Tom Ford, Jasper Smoke Pilot Men's Sunglasses","Tom Ford Sunglasses. Series Jasper. Series number: FT0835. Color code: 01A. Shape: Pilot. Lens Width: 58 mm. Lens Bridge: 15 mm. Arm Length: 145 mm. 100% UV protection. Non-Polarized. Frame Material: Acetate. Frame Color: Shiny Black. Lenses Type: Smoke. Rim Style: Full-Rim. UPC/EAN code: 889214218971. Tom Ford Jasper Smoke Pilot Men's Sunglasses FT0835 01A 58. <br><br>Manufacturer's Packaging Included. Packaging Size And Color May Vary.","FT0835 01A 58","907","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/t/o/tom-ford-jasper-smoke-pilot-mens-sunglasses-ft0835-01a-58.jpg?width=546&height=546","698.21","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/t/o/tom-ford-jasper-smoke-pilot-mens-sunglasses-ft0835-01a-58.jpg?width=546&height=546","manual","deny","shopify","male","USA Products","Joma Shop","Mens, Sunglasses, Tom Ford, Jasper","Active","TRUE","https://www.jomashop.com/tom-ford-jasper-smoke-pilot-mens-sunglasses-ft0835-01a-58.html"
"jasper_smoke_pilot_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/t/o/tom-ford-jasper-smoke-pilot-mens-sunglasses-ft0835-01a-58_2.jpg?width=546&height=546","","","","","","","","","","","",""
"jasper_smoke_pilot_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/t/o/tom-ford-jasper-smoke-pilot-mens-sunglasses-ft0835-01a-58_3.jpg?width=546&height=546","","","","","","","","","","","",""
"jasper_smoke_pilot_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/t/o/tom-ford-jasper-smoke-pilot-mens-sunglasses-ft0835-01a-58_4.jpg?width=546&height=546","","","","","","","","","","","",""
"grey_rectangular_men's_sunglasses","Balenciaga, Grey Rectangular Men's Sunglasses","Balenciaga Sunglasses. Series number: BB0345S. Color code: 001. Shape: Rectangular. Lens Width: 55 mm. Lens Bridge: 19 mm. Arm Length: 145 mm. 100% UV protection. Non-Polarized. Frame Material: Acetate. Frame Color: Black. Lenses Type: Grey. Rim Style: Full-Rim. UPC/EAN code: 889652474359. Balenciaga Grey Rectangular Men's Sunglasses BB0345S 001 55. <br><br>Manufacturer's Packaging Included. Packaging Size And Color May Vary.","BB0345S 001 55","907","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/b/a/balenciaga-grey-rectangular-mens-sunglasses-bb0345s-001-55.jpg?width=546&height=546","698.21","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/b/a/balenciaga-grey-rectangular-mens-sunglasses-bb0345s-001-55.jpg?width=546&height=546","manual","deny","shopify","male","USA Products","Joma Shop","Mens, Sunglasses, Balenciaga","Active","TRUE","https://www.jomashop.com/balenciaga-grey-rectangular-mens-sunglasses-bb0345s-001-55.html"
"grey_rectangular_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/b/a/balenciaga-grey-rectangular-mens-sunglasses-bb0345s-001-55_2_full-bleed.jpg?width=546&height=546","","","","","","","","","","","",""
"grey_rectangular_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/b/a/balenciaga-grey-rectangular-mens-sunglasses-bb0345s-001-55_3.jpg?width=546&height=546","","","","","","","","","","","",""
"grey_rectangular_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/b/a/balenciaga-grey-rectangular-mens-sunglasses-bb0345s-001-55_4.jpg?width=546&height=546","","","","","","","","","","","",""
"grey_rectangular_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/b/a/balenciaga-grey-rectangular-mens-sunglasses-bb0345s-001-55_5.jpg?width=546&height=546","","","","","","","","","","","",""
"grey_rectangular_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/b/a/balenciaga-grey-rectangular-mens-sunglasses-bb0345s-001-55_10.jpg?width=546&height=546","","","","","","","","","","","",""
"silver_flash_square_men's_sunglasses","Montblanc, Silver Flash Square Men's Sunglasses","Montblanc Sunglasses. Series number: MB0209S. Color code: 003. Shape: Square. Lens Width: 56 mm. Lens Bridge: 18 mm. Arm Length: 145 mm. 100% UV protection. Non-Polarized. Frame Material: Acetate. Frame Color: Grey/Black. Lenses Type: Silver Flash. Rim Style: Full-Rim. UPC/EAN code: 889652365428. Montblanc Silver Flash Square Men's Sunglasses MB0209S 003 56. <br><br>Manufacturer's Packaging Included. Packaging Size And Color May Vary.","MB0209S 003 56","764","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/m/o/montblanc-silver-flash-square-mens-sunglasses-mb0209s-003-56.jpg?width=546&height=546","587.96","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/m/o/montblanc-silver-flash-square-mens-sunglasses-mb0209s-003-56.jpg?width=546&height=546","manual","deny","shopify","male","USA Products","Joma Shop","Mens, Sunglasses, Montblanc","Active","TRUE","https://www.jomashop.com/montblanc-silver-flash-square-mens-sunglasses-mb0209s-003-56.html"
"silver_flash_square_men's_sunglasses","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/m/o/montblanc-silver-flash-square-mens-sunglasses-mb0209s-003-56_2.jpg?width=546&height=546","","","","","","","","","","","",""
